Start= Hong Kong, Goal= JFK, Date= 11/07/19, Time= 01:27:00, Changes= 1, Duration= 9, Cost= 622
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 20:27:00, Changes= 5, Duration= 23, Cost= 105
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 20:13:00, Changes= 1, Duration= 11, Cost= 618
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 20:23:00, Changes= 0, Duration= 8, Cost= 567
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 07:33:00, Changes= 0, Duration= 8, Cost= 574
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 16:00:00, Changes= 0, Duration= 9, Cost= 569
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 21:12:00, Changes= 0, Duration= 8, Cost= 508
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 20:46:00, Changes= 3, Duration= 12, Cost= 431
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 14:24:00, Changes= 5, Duration= 14, Cost= 201
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 12:16:00, Changes= 3, Duration= 14, Cost= 282
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 07:55:00, Changes= 2, Duration= 9, Cost= 453
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 13:53:00, Changes= 5, Duration= 18, Cost= 83
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 00:07:00, Changes= 1, Duration= 11, Cost= 545
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 09:25:00, Changes= 0, Duration= 9, Cost= 507
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 10:10:00, Changes= 3, Duration= 13, Cost= 328
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 00:23:00, Changes= 3, Duration= 13, Cost= 441
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 17:21:00, Changes= 1, Duration= 12, Cost= 621
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 02:28:00, Changes= 4, Duration= 21, Cost= 219
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 09:44:00, Changes= 3, Duration= 16, Cost= 291
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 18:02:00, Changes= 0, Duration= 7, Cost= 566
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 08:58:00, Changes= 5, Duration= 24, Cost= 205
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 05:30:00, Changes= 3, Duration= 16, Cost= 298
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 12:36:00, Changes= 2, Duration= 15, Cost= 472
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 11:05:00, Changes= 5, Duration= 18, Cost= 185
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 12:48:00, Changes= 1, Duration= 10, Cost= 613
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 04:11:00, Changes= 2, Duration= 14, Cost= 500
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 08:38:00, Changes= 0, Duration= 7, Cost= 619
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 11:54:00, Changes= 5, Duration= 24, Cost= 41
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 18:01:00, Changes= 0, Duration= 9, Cost= 691
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 14:35:00, Changes= 1, Duration= 10, Cost= 421
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 13:54:00, Changes= 5, Duration= 19, Cost= 340
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 04:57:00, Changes= 0, Duration= 7, Cost= 646
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 02:39:00, Changes= 5, Duration= 17, Cost= 266
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 08:53:00, Changes= 3, Duration= 15, Cost= 445
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 16:51:00, Changes= 3, Duration= 17, Cost= 378
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 05:11:00, Changes= 5, Duration= 18, Cost= 38
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 14:11:00, Changes= 5, Duration= 22, Cost= 165
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 13:54:00, Changes= 0, Duration= 9, Cost= 618
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 13:49:00, Changes= 0, Duration= 7, Cost= 523
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 15:32:00, Changes= 1, Duration= 10, Cost= 573
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 19:58:00, Changes= 5, Duration= 13, Cost= 273
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 07:37:00, Changes= 4, Duration= 13, Cost= 160
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 23:49:00, Changes= 5, Duration= 24, Cost= 388
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 18:45:00, Changes= 4, Duration= 13, Cost= 170
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 06:05:00, Changes= 5, Duration= 19, Cost= 410
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 22:10:00, Changes= 5, Duration= 12, Cost= 190
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 02:33:00, Changes= 4, Duration= 17, Cost= 278
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 12:32:00, Changes= 2, Duration= 9, Cost= 451
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 16:22:00, Changes= 4, Duration= 20, Cost= 413
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 17:57:00, Changes= 4, Duration= 21, Cost= 232
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 03:44:00, Changes= 3, Duration= 14, Cost= 525
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 01:59:00, Changes= 2, Duration= 11, Cost= 463
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 09:32:00, Changes= 4, Duration= 13, Cost= 368
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 04:26:00, Changes= 1, Duration= 11, Cost= 587
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 13:57:00, Changes= 5, Duration= 13, Cost= 321
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 21:14:00, Changes= 1, Duration= 9, Cost= 595
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 23:29:00, Changes= 4, Duration= 11, Cost= 286
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 12:03:00, Changes= 3, Duration= 12, Cost= 322
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 02:31:00, Changes= 0, Duration= 8, Cost= 525
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 00:27:00, Changes= 1, Duration= 9, Cost= 477
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 00:30:00, Changes= 4, Duration= 20, Cost= 253
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 23:00:00, Changes= 2, Duration= 12, Cost= 347
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 21:27:00, Changes= 5, Duration= 13, Cost= 186
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 03:54:00, Changes= 4, Duration= 21, Cost= 201
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 22:12:00, Changes= 3, Duration= 12, Cost= 400
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 13:52:00, Changes= 2, Duration= 13, Cost= 452
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 12:43:00, Changes= 4, Duration= 19, Cost= 327
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 20:34:00, Changes= 1, Duration= 12, Cost= 471
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 15:15:00, Changes= 3, Duration= 14, Cost= 321
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 10:23:00, Changes= 1, Duration= 11, Cost= 646
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 06:20:00, Changes= 3, Duration= 16, Cost= 308
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 07:17:00, Changes= 3, Duration= 13, Cost= 422
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 01:28:00, Changes= 1, Duration= 9, Cost= 441
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 05:16:00, Changes= 1, Duration= 10, Cost= 554
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 06:53:00, Changes= 4, Duration= 19, Cost= 319
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 09:44:00, Changes= 0, Duration= 8, Cost= 570
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 00:52:00, Changes= 2, Duration= 12, Cost= 469
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 15:43:00, Changes= 3, Duration= 11, Cost= 258
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 11:20:00, Changes= 1, Duration= 9, Cost= 488
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 03:12:00, Changes= 4, Duration= 15, Cost= 287
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 00:59:00, Changes= 5, Duration= 13, Cost= 109
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 18:01:00, Changes= 4, Duration= 11, Cost= 141
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 12:10:00, Changes= 1, Duration= 10, Cost= 625
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 22:58:00, Changes= 4, Duration= 17, Cost= 311
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 00:45:00, Changes= 4, Duration= 11, Cost= 353
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 18:21:00, Changes= 0, Duration= 8, Cost= 607
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 15:47:00, Changes= 2, Duration= 11, Cost= 501
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 15:30:00, Changes= 0, Duration= 8, Cost= 570
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 20:48:00, Changes= 3, Duration= 15, Cost= 236
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 22:44:00, Changes= 4, Duration= 13, Cost= 340
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 20:23:00, Changes= 5, Duration= 19, Cost= 161
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 04:36:00, Changes= 3, Duration= 11, Cost= 373
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 23:22:00, Changes= 4, Duration= 11, Cost= 389
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 08:06:00, Changes= 5, Duration= 23, Cost= 196
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 21:24:00, Changes= 4, Duration= 16, Cost= 432
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 16:17:00, Changes= 0, Duration= 9, Cost= 514
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 07:01:00, Changes= 3, Duration= 11, Cost= 407
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 03:01:00, Changes= 2, Duration= 9, Cost= 381
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 21:52:00, Changes= 0, Duration= 8, Cost= 524
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 09:52:00, Changes= 3, Duration= 12, Cost= 411
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 03:24:00, Changes= 0, Duration= 8, Cost= 626
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 00:52:00, Changes= 0, Duration= 8, Cost= 529
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 11:01:00, Changes= 3, Duration= 12, Cost= 391
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 20:27:00, Changes= 5, Duration= 22, Cost= 192
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 09:10:00, Changes= 0, Duration= 8, Cost= 679
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 11:00:00, Changes= 2, Duration= 11, Cost= 356
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 18:16:00, Changes= 2, Duration= 10, Cost= 558
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 02:44:00, Changes= 0, Duration= 9, Cost= 619
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 07:45:00, Changes= 3, Duration= 17, Cost= 334
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 16:29:00, Changes= 3, Duration= 17, Cost= 448
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 02:05:00, Changes= 1, Duration= 10, Cost= 590
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 22:42:00, Changes= 0, Duration= 7, Cost= 587
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 03:56:00, Changes= 4, Duration= 21, Cost= 380
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 11:38:00, Changes= 0, Duration= 9, Cost= 665
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 06:42:00, Changes= 0, Duration= 7, Cost= 644
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 04:07:00, Changes= 4, Duration= 19, Cost= 324
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 03:25:00, Changes= 3, Duration= 11, Cost= 367
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 14:47:00, Changes= 0, Duration= 7, Cost= 504
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 11:05:00, Changes= 1, Duration= 11, Cost= 536
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 02:39:00, Changes= 5, Duration= 22, Cost= 324
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 17:33:00, Changes= 5, Duration= 22, Cost= 180
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 14:13:00, Changes= 0, Duration= 8, Cost= 603
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 22:29:00, Changes= 5, Duration= 14, Cost= 418
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 17:59:00, Changes= 3, Duration= 11, Cost= 289
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 07:42:00, Changes= 0, Duration= 7, Cost= 670
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 17:30:00, Changes= 2, Duration= 9, Cost= 416
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 15:26:00, Changes= 0, Duration= 7, Cost= 651
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 23:28:00, Changes= 3, Duration= 14, Cost= 304
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 17:29:00, Changes= 3, Duration= 13, Cost= 297
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 10:01:00, Changes= 5, Duration= 14, Cost= 170
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 10:37:00, Changes= 2, Duration= 11, Cost= 482
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 01:32:00, Changes= 2, Duration= 9, Cost= 530
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 04:53:00, Changes= 5, Duration= 23, Cost= 136
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 11:25:00, Changes= 4, Duration= 20, Cost= 183
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 01:09:00, Changes= 2, Duration= 9, Cost= 471
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 09:14:00, Changes= 2, Duration= 14, Cost= 451
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 15:11:00, Changes= 0, Duration= 8, Cost= 578
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 09:08:00, Changes= 3, Duration= 12, Cost= 532
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 08:16:00, Changes= 5, Duration= 22, Cost= 128
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 13:29:00, Changes= 0, Duration= 7, Cost= 631
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 06:13:00, Changes= 5, Duration= 18, Cost= 114
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 22:37:00, Changes= 1, Duration= 10, Cost= 559
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 19:31:00, Changes= 3, Duration= 10, Cost= 339
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 02:17:00, Changes= 3, Duration= 14, Cost= 390
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 04:34:00, Changes= 5, Duration= 23, Cost= 304
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 00:32:00, Changes= 3, Duration= 17, Cost= 531
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 06:53:00, Changes= 2, Duration= 9, Cost= 439
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 13:30:00, Changes= 4, Duration= 19, Cost= 419
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 07:59:00, Changes= 1, Duration= 9, Cost= 484
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 03:05:00, Changes= 3, Duration= 18, Cost= 352
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 00:29:00, Changes= 1, Duration= 8, Cost= 633
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 02:48:00, Changes= 0, Duration= 9, Cost= 686
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 13:52:00, Changes= 3, Duration= 16, Cost= 379
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 03:52:00, Changes= 3, Duration= 11, Cost= 278
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 20:19:00, Changes= 5, Duration= 24, Cost= 200
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 02:02:00, Changes= 0, Duration= 7, Cost= 556
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 00:54:00, Changes= 0, Duration= 8, Cost= 671
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 22:15:00, Changes= 3, Duration= 18, Cost= 333
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 18:26:00, Changes= 5, Duration= 18, Cost= 268
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 19:02:00, Changes= 3, Duration= 10, Cost= 323
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 00:17:00, Changes= 0, Duration= 8, Cost= 590
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 08:03:00, Changes= 3, Duration= 10, Cost= 396
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 09:14:00, Changes= 2, Duration= 14, Cost= 399
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 08:35:00, Changes= 4, Duration= 15, Cost= 219
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 06:17:00, Changes= 1, Duration= 9, Cost= 545
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 21:03:00, Changes= 0, Duration= 9, Cost= 674
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 09:14:00, Changes= 1, Duration= 10, Cost= 466
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 05:05:00, Changes= 5, Duration= 24, Cost= 236
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 14:20:00, Changes= 1, Duration= 11, Cost= 534
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 16:33:00, Changes= 1, Duration= 10, Cost= 572
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 09:25:00, Changes= 4, Duration= 13, Cost= 357
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 02:03:00, Changes= 2, Duration= 10, Cost= 437
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 07:57:00, Changes= 2, Duration= 14, Cost= 475
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 11:22:00, Changes= 5, Duration= 18, Cost= 251
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 15:05:00, Changes= 0, Duration= 8, Cost= 612
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 09:11:00, Changes= 2, Duration= 11, Cost= 488
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 10:09:00, Changes= 4, Duration= 12, Cost= 334
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 09:22:00, Changes= 5, Duration= 22, Cost= 172
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 20:05:00, Changes= 2, Duration= 11, Cost= 407
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 17:12:00, Changes= 1, Duration= 9, Cost= 590
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 04:09:00, Changes= 5, Duration= 23, Cost= 143
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 15:16:00, Changes= 0, Duration= 7, Cost= 521
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 17:33:00, Changes= 1, Duration= 9, Cost= 419
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 09:48:00, Changes= 4, Duration= 20, Cost= 182
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 22:53:00, Changes= 3, Duration= 11, Cost= 419
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 07:40:00, Changes= 2, Duration= 13, Cost= 512
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 21:06:00, Changes= 5, Duration= 14, Cost= 344
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 23:47:00, Changes= 0, Duration= 7, Cost= 637
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 21:22:00, Changes= 3, Duration= 16, Cost= 508
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 08:20:00, Changes= 4, Duration= 15, Cost= 228
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 07:37:00, Changes= 4, Duration= 21, Cost= 339
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 05:37:00, Changes= 4, Duration= 17, Cost= 380
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 03:30:00, Changes= 3, Duration= 12, Cost= 233
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 10:58:00, Changes= 3, Duration= 13, Cost= 447
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 02:47:00, Changes= 2, Duration= 11, Cost= 446
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 11:03:00, Changes= 2, Duration= 13, Cost= 365
Start= NewArk, Goal= Düsseldorf, Date= 11/08/19, Time= 19:53:00, Changes= 3, Duration= 15, Cost= 439
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 15:13:00, Changes= 3, Duration= 17, Cost= 457
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 11:21:00, Changes= 2, Duration= 11, Cost= 378
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 23:49:00, Changes= 0, Duration= 7, Cost= 565
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 04:20:00, Changes= 5, Duration= 22, Cost= 292
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 12:29:00, Changes= 2, Duration= 15, Cost= 533
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 14:54:00, Changes= 0, Duration= 8, Cost= 512
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 10:41:00, Changes= 4, Duration= 16, Cost= 452
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 20:18:00, Changes= 4, Duration= 21, Cost= 308
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 19:43:00, Changes= 4, Duration= 17, Cost= 377
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 17:02:00, Changes= 4, Duration= 15, Cost= 369
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 14:59:00, Changes= 5, Duration= 13, Cost= 209
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 09:18:00, Changes= 3, Duration= 13, Cost= 384
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 02:50:00, Changes= 4, Duration= 13, Cost= 286
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 13:54:00, Changes= 3, Duration= 17, Cost= 285
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 18:20:00, Changes= 2, Duration= 11, Cost= 503
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 17:17:00, Changes= 3, Duration= 12, Cost= 432
Start= Hong Kong, Goal= NewArk, Date= 11/08/19, Time= 21:22:00, Changes= 0, Duration= 8, Cost= 542
Start= JFK, Goal= Hong Kong, Date= 11/08/19, Time= 09:01:00, Changes= 3, Duration= 10, Cost= 406
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 06:31:00, Changes= 0, Duration= 8, Cost= 692
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 21:41:00, Changes= 1, Duration= 10, Cost= 443
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 07:25:00, Changes= 0, Duration= 7, Cost= 647
Start= Düsseldorf, Goal= JFK, Date= 11/08/19, Time= 07:38:00, Changes= 3, Duration= 10, Cost= 430
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 01:21:00, Changes= 5, Duration= 19, Cost= 158
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 14:16:00, Changes= 2, Duration= 11, Cost= 411
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 04:24:00, Changes= 0, Duration= 8, Cost= 684
Start= Hong Kong, Goal= Düsseldorf, Date= 11/08/19, Time= 01:45:00, Changes= 1, Duration= 9, Cost= 580
Start= NewArk, Goal= Hong Kong, Date= 11/08/19, Time= 01:41:00, Changes= 1, Duration= 10, Cost= 627
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 21:04:00, Changes= 2, Duration= 12, Cost= 373
Start= Hong Kong, Goal= JFK, Date= 11/08/19, Time= 08:08:00, Changes= 3, Duration= 12, Cost= 300
Start= Düsseldorf, Goal= NewArk, Date= 11/08/19, Time= 20:05:00, Changes= 2, Duration= 14, Cost= 475
Start= JFK, Goal= Düsseldorf, Date= 11/08/19, Time= 19:35:00, Changes= 2, Duration= 11, Cost= 510
Start= Düsseldorf, Goal= Hong Kong, Date= 11/08/19, Time= 12:56:00, Changes= 0, Duration= 8, Cost= 559
